death_indicators,name,ticker
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Noirshares,NRS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Noodlyapendagecoin,NDL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Noodlyappendagecoin,NDL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nous,NSU
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Novatoken,NVT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nr1Coin,NR1
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nubits,USNBT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nucleus,NCL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nucoin,NUC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nulink,NLINK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nullacoin,NCC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nullex,NLX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Nurucoin,NC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Nutcoin,NUT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nvo,NVST
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nxo,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nxr,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Nxt,NEXTCOIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Nyx Coin,NYX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Oasis,OHAS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Obsidian,ODN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Obsidianx,ODX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ocoin,OSC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Octonox,OTX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Odin,ODIN
"Inactive Development,Low Volume,Not Listed on exchanges",Ohm,OHMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Oilcoin,OIL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Okdcoin,OKD
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Olxa Coin,OXLA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Omnicoin,OMC
"Inactive Development,Inactive Twitter,Not Listed on exchanges,Website Down",Omnitude,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",One Coin,OC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",One Token,ONTK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Onecoin,ONE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Onioncoin,ONI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Onixcoin,ONX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Onlinegamingcoin,OGC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Open Trading Network,OTN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Opengift,GIFT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Opporty.Net,OPP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Optitoken,OPTI
Inactive Development,Opus,OPT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Orangecoin,OC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Orbitcoin,ORB
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Orcacoin,ORCA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Oreocoin,OREO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Orlycoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Orobit,ORO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ottomancoin,OTC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ouro Paulista,OURO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Outmysphere,MEETIP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Oxfina,OX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Oyster,PRL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Oyster Pearl,PRL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Oztgtoken (Oztg),OZTG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pact Coin,PACT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pagarex,PGX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",PAL Network,PAL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Palladiumcoin,PC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed",Pamp Network,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Pandacoin,PND
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pangucoin,PGC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Paragon,PRG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Paragoncoin,PRG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Parallaxcoin,PLX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Pareto Network,PARETO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Parkbyte,PKB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Parkgene,GENE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pascal Lite,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Patriotcoin,USA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pawncoin,PAWN
"Inactive Development,Low Volume,Not Listed on exchanges",Paycent,PYN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Paycoin,PYC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Paycon,CON
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Payfair,PFR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Paymon,PMNT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Paypex,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pbp,PBP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pdxbaap,PDX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Peacecoin,PEC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pearl,PRL
"Inactive Development,Low Volume,Not Listed on exchanges",Peepcoin,PCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Peerpay,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Penguincoin,PENG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pennies,CENT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Pennykoin,PK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pentacoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Peoplecoin,PPL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Petro,PTR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Phantomx,PNX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Phantomx,PNX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Phcoin,PHC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Phicoin,PHI
"Inactive Twitter,Low Volume,Not Listed on exchanges",Phoneum,PHT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Photoncoin,PHO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Picoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Picpoto,PPO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pieces,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Piedpipercoin,PPI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pikacoin,PIK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Pingpaid,PPD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Piniumcoin,PNC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Pinkstar,PSTAR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Pip,PAYPRO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pipkacoin,PKN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Pipl Coin,PIPL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Piratecoin,PIR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pixelcoin,PXL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",PKG Token,PKG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Plancoin,PLAN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Planet Mobile Token,PLMBT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Platin,PTNX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Platinum Bars,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Platinumcoin,PT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Play2Live,LUC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Playchip,PLA
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Playgame,PXG
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Playgroundz,IOG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Playtoken,PLT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Plexcoin,PLX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",PLNCoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Ploutus Coin,PLTS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Plug,PLG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Pluracoin,PLURA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Plus Token,PLT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pluscoin,PLC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Pm7,PM7
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Po.et,POE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Pocaga,PCG
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",PokeCoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pokercoin,POK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Polishcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Poly Ai,AI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Polybius,PLBT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Polycoin,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Ponzicoin,PONZI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Popchain,PCH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Popcoin,POP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Popularcoin,POP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Porn Oriented Rate Number,PORN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pornx,PORNX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Posscoin,POSS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Postoken,POS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Poswallet,POSW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Poswallet,POS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Poundcoin,PUK
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Powercoin,POW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Premine,PMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Preminecoin,PMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Primcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Privatepay,XPP
"Inactive Development,Low Volume,Not Listed on exchanges",Privcy,PRIV
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Procoin,PCN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Prodeum,PRDD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Profitcoin,PFC
"Inactive Twitter,Low Volume,Not Listed on exchanges",Project SHIVOM,OMX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Proof Token,PRFT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Prospercoin,PRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Protoncoin,PROTON
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Protoshares,PTS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Publica,PBL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pukao Global,PKO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Purex,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pwnycoin,PWNY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Pxlcoin,PXL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Qabio,QBO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Qbic,QBIC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Quackcoin,QUACK
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Quantum,QAU
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Quatloo,QTL
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Quazarcoin,QCN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Qubitcoin,Q2C
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Quebecoin,QBC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Quick Quick Coin,QQC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Quora,QUORA
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Quralt,QRLT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Qvolta,QVT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Qwasder,QWS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Qyno,QNO
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rabbitcoin,RBBT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Radioactivecoin,RAD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Radix,RDX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Raiblocks,XRB
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rainbowcoin,LGBT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rainbowgoldcoin,RAIN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Raison,RSN
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rampant,RCO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rapidcoin,RPD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rapture,RAP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rasputinonline,ROC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rastacoin,RTC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ratcoin,RATC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Raven Dark,XRD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Rcoinx,XRX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Realcoin,REC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Realtycoin,RTC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Redchain,RCH
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Reecoin,REE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Reefcoin,REEF
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Regalcoin,REC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Regulus Exchange,RGLS
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Relest,REST
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Rentberry,BERRY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Retainly,RETN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Retrospect Chain,RET
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Revolution VR,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rialto,XRL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Ricecoin,RCC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Richcoin,RCH
"Inactive Development,Low Volume,Not Listed on exchanges",Riecoin,RIC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Right Mesh,RMESH
"Inactive Development,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rightcoin,RTC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Ripto Bux,RBX
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Risecoin,RSCT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rocket Man Scam Coin,RSMC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rocketcoin,ROC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Roi Coin,ROI
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Romancoin,ROM
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rosecoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rotocoin,RT2
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Roulettecoin,RLT
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Round,RND
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Rovercoin,ROE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Royalcoin,RYC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Royalties,XRY
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rpi Coin,RPI
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Rubycoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Rupaycoin,RUP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Rutheneum,RTH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Safecoin,SAFC
"Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Safedog Protocol,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Saffroncoin,SFR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sagacoin,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sailcoin,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sambacoin,SMB
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Samfins,SAM
"Inactive Development,Low Volume,Not Listed on exchanges",Sapien,SPN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sapphirecoin,SPH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Saske,SXAS
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Save token,SAVE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Savecoin,SPC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Savedroid,
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Saw,SAW
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Scale,SCALE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Scamcoin,SCC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Scoin,SCO
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Scudocoin,SCD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Secretcoin,SHHT
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Secrets Of Zurich,SOZ
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Securecoin,SRC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Seed,SEED
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Seedcoin,SDC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Seele,SELEETOKEN
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Semipool,POOL
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Sendy,
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Sense,SENSE
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Senx,SENX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Serracoin,SRR
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges",Sexcoin,SXC
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sexycam,SXY
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Sgdx,SGDX
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Shares,N/A
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Sharpe Capital,SHP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Sherlockcoin,SHC
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Shibecoin,SHIBE
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Shield,XSH
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Shieldcoin,SHLD
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Shillingcoin,N/A
"Inactive Development,Low Volume,Not Listed on exchanges",Shipchain,SHIP
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges",Shipowner.Io,SHIP
"Inactive Development,Inactive Twitter,Low Volume,Not Listed on exchanges,Website Down",Shivers,SHVR
"Inactive Development,Inactive Twitter,Low Volume,Not indexed,Not Listed on exchanges,Website Down",Shopin,SHOP
